"得意先","部門","製造倉庫","受注日","製造指示日","製造指示番号","品番","ｻｲｽﾞ(厚さ)","ｻｲｽﾞ(縦)","ｻｲｽﾞ(横)","ｻｲｽﾞ(高さ)","品名","色","数量","規格","製造期限","配送便","出荷日","出庫日","進捗","担当者","生地日","調達"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096867-003-771","ITG0000G","0.00","1,500.0","2,720.0","0.0","鉄 耐震架台","","1","さび止め C100x50x5x7.5 B地区2階ﾗｯｸ架台　3","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/04","","塗装","樫原","2026/07/31","製造"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096867-001-771","ITG0000G","0.00","1,700.0","2,720.0","0.0","鉄 耐震架台","","1","さび止め C100x50x5x7.5 B地区2階ﾗｯｸ架台　1","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/04","","塗装","樫原","2026/07/31","製造"
"Q-mast　電気グル－プ★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096867-004-771","ITG0000G","0.00","1,500.0","2,720.0","0.0","鉄 耐震架台","","1","さび止め C100x50x5x7.5 B地区2階ﾗｯｸ架台　4","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/04","","塗装","樫原","2026/07/31","製造"
"ウチダ★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096884-001-771","BE2020SC","1.60","200.0","200.0","200.0","国土 PB 平 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/04","福山通運　九州発送","2026/08/04","","塗装","柴﨑","","加工"
"ミューハウス　熊本★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096905-001-771","BE2020SC","1.60","200.0","200.0","200.0","国土 PB 平 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/04","佐川急便","2026/08/04","","塗装","柴﨑","","加工"
"三共電気　本社★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097107-001-771","IIP0000C","1.60","300.0","100.0","0.0","鉄 ﾌﾟﾚｰﾄ 焼付","2.5Y9/0.5 近似色","1","φ4x4","2026/08/03","ヤマックス福岡","2026/08/04","","塗装","増井","2026/07/30","製造"
"田中商事　小倉","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097455-001-771","SE0000XN","2.00","800.0","300.0","500.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/03","北九州配達","2026/08/04","","組立","白濵","2026/08/03","製造"
"宮地電機　高松","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097854-004-771","SP5050XN","1.50","500.0","500.0","500.0","SUS PB 水切","","1","","2026/08/04","福山通運　九州発送","2026/08/04","","溶接","テイン","2026/08/04","製造"
"宮地電機　高松","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097854-003-771","SP5040XN","1.50","500.0","500.0","400.0","SUS PB 水切","","1","","2026/08/04","福山通運　九州発送","2026/08/04","","溶接","テイン","2026/08/04","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098079-001-771","IP0000SG","1.60","300.0","200.0","200.0","鉄 PBﾄｸ 平","","1","さび止め","2026/08/03","佐川急便","2026/08/04","","組立","服部","2026/07/31","製造"
"興陽電機　八幡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098290-001-771","DP5030WN","1.60","500.0","500.0","300.0","Sﾀﾞｲﾏ PB 被せ","","2","","2026/08/03","北九州配達","2026/08/04","","仕上","山口","2026/08/03","製造"
"カンサイ　筑豊★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098625-001-771","I02035WG","1.60","350.0","350.0","0.0","鉄 ふた","","1","被せふた さび止め","2026/08/03","ヤマックス福岡","2026/08/04","","組立","服部","2026/07/31","製造"
"東芝電材　武雄★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098632-001-771","BE5050WG","1.60","500.0","500.0","500.0","国土 PB 被せ","","1","ｱｰｽ さび止め","2026/08/04","佐川急便","2026/08/04","","塗装","坂元","2026/08/03","製造"
"東芝電材　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098668-003-771","SE0000WN","1.50","400.0","300.0","200.0","SUS PBﾄｸ 被せ","","1","ｱｰｽ","2026/08/03","ヤマックス福岡","2026/08/04","","組立","井上","2026/08/03","製造"
"東芝電材　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098668-001-771","SE0000WN","1.50","300.0","200.0","200.0","SUS PBﾄｸ 被せ","","2","ｱｰｽ","2026/08/03","ヤマックス福岡","2026/08/04","","組立","白濵","2026/08/03","製造"
"中西電機　高松本社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098808-001-771","DE1510WN","1.60","150.0","150.0","100.0","Sﾀﾞｲﾏ PB 被せ","","1","ｱｰｽ","2026/08/04","福山通運　九州発送","2026/08/04","","仕上","山口","2026/08/03","製造"
"三共電気　本社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098870-001-771","IKS0000G","1.60","1,300.0","450.0","200.0","鉄 貫通ｽﾘｰﾌﾞ","","1","さび止め","2026/08/03","ヤマックス福岡","2026/08/04","","組立","服部","2026/07/31","製造"
"カンサイ　八幡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098952-001-771","IAI0000G","0.00","4,000.0","0.0","0.0","鉄 ｱﾝｸﾞﾙ","","20","さび止め L65x65x6","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/04","","塗装","樫原","2026/07/31","製造"
"カンサイ　電設★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098968-001-771","IAI0000G","0.00","4,000.0","0.0","0.0","鉄 ｱﾝｸﾞﾙ","","20","さび止め L50x50x6t","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/04","","塗装","樫原","2026/07/31","製造"
"栗田電機　松山★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099048-001-771","SP0000WN","1.50","300.0","300.0","100.0","SUS PBﾄｸ 被せ","","1","開口ｱﾘ","2026/08/04","福山通運　九州発送","2026/08/04","","溶接","ロン","2026/08/04","製造"
"菱栄電材★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099146-001-771","SE0000XN","1.50","450.0","400.0","150.0","SUS PBﾄｸ 水切","","3","ｱｰｽ","2026/08/03","福山通運　九州発送","2026/08/04","","組立","白濵","2026/08/03","製造"
"菱栄電材★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099146-003-771","SE0000XN","1.50","650.0","400.0","150.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/04","福山通運　九州発送","2026/08/04","","溶接","ロン","2026/08/04","製造"
"菱栄電材★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099146-002-771","SE0000XN","1.50","450.0","300.0","150.0","SUS PBﾄｸ 水切","","3","ｱｰｽ","2026/08/04","福山通運　九州発送","2026/08/04","","組立","白濵","2026/08/04","製造"
"東芝電材　川内★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099263-001-771","SIP0000N","1.50","250.0","230.0","0.0","SUS ﾌﾟﾚｰﾄ","","16","φ158 φ6x4","2026/08/04","佐川急便","2026/08/04","","組立","井上","2026/08/04","製造"
"シンセイ　福山★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099288-001-771","IP0000SG","1.60","350.0","250.0","50.0","鉄 PBﾄｸ 平","","1","さび止め","2026/08/04","福山通運　九州発送","2026/08/04","","塗装","坂元","2026/08/03","製造"
"東芝電材　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099292-001-771","SP4030SN","1.50","400.0","400.0","300.0","SUS PB 平","","1","","2026/08/03","ヤマックス福岡","2026/08/04","","組立","白濵","2026/08/03","製造"
"大興電機★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099333-001-771","SP0000WN","1.50","400.0","400.0","150.0","SUS PBﾄｸ 被せ","","1","","2026/08/03","北九州配達","2026/08/04","","組立","白濵","2026/08/03","製造"
"栗田電機　松山★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099404-001-771","SP0000WN","1.50","300.0","250.0","100.0","SUS PBﾄｸ 被せ","","1","開口･穴加工ｱﾘ","2026/08/04","福山通運　九州発送","2026/08/04","","組立","白濵","2026/08/04","製造"
"東芝電材　唐津★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099682-001-771","BE3530SG","1.60","350.0","350.0","300.0","国土 PB 平","","2","ｱｰｽ さび止め","2026/08/04","佐川急便","2026/08/04","","塗装","坂元","2026/08/03","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099685-001-771","IKS0000G","1.60","500.0","200.0","280.0","鉄 貫通ｽﾘｰﾌﾞ","","1","平蓋  さび止め  RF 北ハト小屋用","2026/08/04","ヤマックス福岡","2026/08/04","","溶接","恒川","2026/08/03","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099685-003-771","IKS0000G","1.60","450.0","410.0","280.0","鉄 貫通ｽﾘｰﾌﾞ","","1","平蓋  さび止め  RF 南側ハト小屋用","2026/08/04","ヤマックス福岡","2026/08/04","","溶接","恒川","2026/08/03","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099685-002-771","IKS0000G","1.60","1,100.0","400.0","280.0","鉄 貫通ｽﾘｰﾌﾞ","","2","平蓋  さび止め  RF 南北ハト小屋用","2026/08/04","ヤマックス福岡","2026/08/04","","溶接","恒川","2026/08/03","製造"
"栗田電機　松山★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099957-002-771","SE0000WN","1.50","650.0","500.0","300.0","SUS PBﾄｸ 被せ","","2","ｱｰｽ","2026/08/04","福山通運　九州発送","2026/08/04","","切断","バック","2026/08/04","製造"
"興陽電機　中津★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099973-001-771","SIP0000N","1.50","452.0","230.0","0.0","SUS ﾌﾟﾚｰﾄ","","1","6-φ5  φ20  2-M4ﾀｯﾌﾟ","2026/08/04","福山通運　九州発送","2026/08/04","","組立","白濵","2026/08/04","製造"
"ウチダ★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100050-001-771","BP2010SG","1.60","200.0","200.0","100.0","国土 PB 平","","1","ｱｰｽ無 さび止め","2026/08/04","福山通運　九州発送","2026/08/04","","溶接","マイン","2026/08/03","製造"
"シンセイ　福山★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100103-001-771","SP0000WN","1.50","300.0","200.0","150.0","SUS PBﾄｸ 被せ","","1","","2026/08/04","福山通運　九州発送","2026/08/04","","曲げ","ラム","2026/08/04","製造"
"宮地電機　徳島","九州工場","九州工場","2026/07/06","2026/07/06","26-J0077990-001-771","SE0000XN","1.50","200.0","200.0","200.0","SUS PBﾄｸ 水切","","4","ｱｰｽ ｺﾝ柱金具付き","2026/08/05","福山通運　九州発送","2026/08/05","","溶接","テイン","2026/08/05","製造"
"宮地電機　徳島","九州工場","九州工場","2026/07/06","2026/07/06","26-J0077990-002-771","SE0000XN","1.50","200.0","200.0","150.0","SUS PBﾄｸ 水切","","4","ｱｰｽ ｺﾝ柱金具付き","2026/08/05","福山通運　九州発送","2026/08/05","","曲げ","ラム","2026/08/05","製造"
"南四国ﾅｼｮﾅﾙ　本社★","九州工場","九州工場","2026/07/07","2026/07/07","26-J0078651-001-771","IMK0000C","1.60","340.0","260.0","50.0","鉄 曲金物 焼付","N9.5(近似色)","22","穴加工ｱﾘ【eA-2】","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","山口","2026/07/31","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/07/21","2026/07/21","26-J0089703-002-771","ZTG0000","0.00","1,150.0","1,515.0","0.0","ZN 耐震架台","","3","L75x75x6　MS棟 接続ﾌﾞﾘｯｼﾞｹｰﾌﾞﾙﾗｯｸ　TYPE B","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/05","","組立","金光","2026/07/27","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/07/21","2026/07/21","26-J0089703-001-771","ZTG0000","0.00","1,650.0","1,515.0","0.0","ZN 耐震架台","","15","L75x75x6  MS棟 接続ﾌﾞﾘｯｼﾞｹｰﾌﾞﾙﾗｯｸ　TYPE A","2026/08/03","ヤマックス　ｽﾎﾟｯﾄ便","2026/08/05","","組立","金光","2026/07/27","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-008-771","SE0000XC","1.50","600.0","300.0","250.0","SUS PBﾄｸ 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","2026/07/29","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-005-771","SE2520XC","1.50","250.0","250.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","2026/07/29","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-004-771","SE0000XC","1.50","200.0","200.0","250.0","SUS PBﾄｸ 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","2026/07/29","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-007-771","SE0000XC","1.50","550.0","250.0","200.0","SUS PBﾄｸ 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","2026/07/29","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-002-771","SE2010XC","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1 近似色","8","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","","加工"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-003-771","SE2020XC","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","","加工"
"大洋電材　本社★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090620-006-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","3","ｱｰｽ","2026/08/03","北九州配達","2026/08/05","","塗装","ナム","2026/07/29","製造"
"メイク機材★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0091018-001-771","ZG0000","0.00","1,535.0","1,135.0","100.0","ZN 架台","","1","C100x50x5x7.5t","2026/08/05","福山通運　九州発送","2026/08/05","","溶接","ゴック","2026/07/29","製造"
"宮地電機　徳島","九州工場","九州工場","2026/07/22","2026/07/22","26-J0091078-001-771","ZE0000X","3.20","600.0","500.0","500.0","ZN PBﾄｸ 水切","","1","HDZT63 ｱｰｽ","2026/08/05","福山通運　九州発送","2026/08/05","","溶接","マイン","2026/07/29","製造"
"西日本電設資材★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0091920-002-771","ZG0000","0.00","350.0","350.0","350.0","ZN 架台","","2","HDZT77  L-50x50x6t 7-φ16　三角支え付 右","2026/08/04","北九州配達","2026/08/05","","溶接","バン","2026/07/28","製造"
"西日本電設資材★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0091920-001-771","ZG0000","0.00","350.0","350.0","350.0","ZN 架台","","2","HDZT77  L-50x50x6t 7-φ16　三角支え付 左","2026/08/04","北九州配達","2026/08/05","","溶接","バン","2026/07/28","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-012-771","IG0000G","0.00","0.0","250.0","900.0","鉄 架台","","5","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-013-771","IG0000G","0.00","0.0","250.0","800.0","鉄 架台","","9","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-011-771","IG0000G","0.00","0.0","250.0","1,000.0","鉄 架台","","1","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-010-771","IG0000G","0.00","0.0","250.0","1,100.0","鉄 架台","","3","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-009-771","IG0000G","0.00","0.0","250.0","1,200.0","鉄 架台","","1","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
"イシグロ　広島★","九州工場","九州工場","2026/07/24","2026/07/24","26-J0093117-008-771","IG0000G","0.00","0.0","250.0","1,250.0","鉄 架台","","1","さび止め　L-50X50X6t　4階コジマ K＆M分","2026/08/05","福山通運　九州発送","2026/08/05","","塗装","樫原","2026/08/04","製造"
